chromosome_name	start_position	end_position	gene_biotype	hgnc_symbol	hgnc_id	entrezgene_id	ensembl_gene_id	strand	external_gene_name
X	140087667	140159066	lncRNA			NA	ENSG00000298798	1	
HSCHR6_MHC_QBL_CTG1	1998309	1999664	protein_coding	IER3	HGNC:5392	8870	ENSG00000206478	-1	IER3
X	43176986	43226598	lncRNA	PINCR	HGNC:53590	101927501	ENSG00000224294	1	PINCR
HSCHR6_MHC_SSTO_CTG1	2951694	2957487	protein_coding	APOM	HGNC:13916	55937	ENSG00000235754	1	APOM
X	3806638	3809329	lncRNA			NA	ENSG00000298911	1	
16	27447669	27453393	lncRNA	IL21R-AS1	HGNC:27551	283888	ENSG00000259954	-1	IL21R-AS1
X	55280009	55353799	lncRNA			NA	ENSG00000290748	1	
12	123250112	123272334	protein_coding	CDK2AP1	HGNC:14002	8099	ENSG00000111328	-1	CDK2AP1
16	27459555	27549913	protein_coding	GTF3C1	HGNC:4664	2975	ENSG00000077235	-1	GTF3C1
HSCHR6_MHC_MANN_CTG1	1217355	1219320	unprocessed_pseudogene	HLA-W	HGNC:23425	NA	ENSG00000230915	1	HLA-W
9	98890590	98891937	processed_pseudogene	NME2P3	HGNC:54767	NA	ENSG00000229338	1	NME2P3
9	98911204	98929534	lncRNA	ADIPINT	HGNC:56273	125906382	ENSG00000292223	1	ADIPINT
HSCHR6_MHC_MANN_CTG1	3017386	3018862	protein_coding	LY6G6E	HGNC:13934	NA	ENSG00000236210	-1	LY6G6E
9	92186950	92191156	lncRNA			NA	ENSG00000290645	-1	
HSCHR6_MHC_QBL_CTG1	351788	352893	protein_coding	OR2B3	HGNC:8238	442184	ENSG00000206524	-1	OR2B3
7	107765467	107803225	protein_coding	SLC26A3	HGNC:3018	1811	ENSG00000091138	-1	SLC26A3
9	92325953	92620529	protein_coding	CENPP	HGNC:32933	401541	ENSG00000188312	1	CENPP
HSCHR6_MHC_QBL_CTG1	989643	1012093	lncRNA	HLA-F-AS1	HGNC:26645	285830	ENSG00000206508	-1	HLA-F-AS1
X	136909250	137069407	lncRNA			NA	ENSG00000291054	1	
HSCHR6_MHC_MANN_CTG1	3023694	3026891	protein_coding	LY6G6C	HGNC:13936	80740	ENSG00000235452	-1	LY6G6C
HSCHR6_MHC_COX_CTG1	2246539	2271967	lncRNA	HCG20	HGNC:31334	105375013	ENSG00000224641	1	HCG20
HSCHR6_MHC_COX_CTG1	2167791	2171164	protein_coding	NRM	HGNC:8003	11270	ENSG00000235773	-1	NRM
HSCHR6_MHC_QBL_CTG1	1211579	1213553	unprocessed_pseudogene	HLA-W	HGNC:23425	NA	ENSG00000228029	1	HLA-W
HSCHR6_MHC_QBL_CTG1	3617002	3630176	protein_coding	BTNL2	HGNC:1142	56244	ENSG00000229597	-1	BTNL2
1	27666064	27672212	protein_coding	IFI6	HGNC:4054	2537	ENSG00000126709	-1	IFI6
HSCHR6_MHC_MANN_CTG1	3032085	3035664	protein_coding	DDAH2	HGNC:2716	23564	ENSG00000233076	-1	DDAH2
HSCHR6_MHC_DBB_CTG1	2833859	2836646	protein_coding	LST1	HGNC:14189	7940	ENSG00000223465	1	LST1
9	122526358	122527293	protein_coding	OR1N1	HGNC:8221	138883	ENSG00000171505	-1	OR1N1
9	122553112	122554214	protein_coding	OR1N2	HGNC:15111	138882	ENSG00000171501	1	OR1N2
9	122723990	122724925	protein_coding	OR1L4	HGNC:8216	254973	ENSG00000136939	1	OR1L4
9	122742303	122750783	protein_coding	OR1L6	HGNC:8218	392390	ENSG00000171459	1	OR1L6
9	122761844	122762233	processed_pseudogene	SKA2P1	HGNC:23122	NA	ENSG00000232387	1	SKA2P1
10	98924499	98924568	miRNA	MIR6507	HGNC:50199	102465253	ENSG00000274056	-1	MIR6507
9	122788933	122789895	protein_coding	OR5C1	HGNC:8331	392391	ENSG00000148215	1	OR5C1
10	99013103	99013952	processed_pseudogene	ARL5AP2	HGNC:43937	NA	ENSG00000236818	-1	ARL5AP2
10	99047639	99048319	processed_pseudogene	RPL7P36	HGNC:37045	NA	ENSG00000234109	1	RPL7P36
10	99782640	99852594	protein_coding	ABCC2	HGNC:53	1244	ENSG00000023839	1	ABCC2
9	133079900	133087355	lncRNA			NA	ENSG00000290769	1	
HSCHR6_MHC_QBL_CTG1	1225784	1227447	unprocessed_pseudogene	MICD	HGNC:7093	NA	ENSG00000232345	-1	MICD
HSCHR6_MHC_QBL_CTG1	1826463	1852267	protein_coding	ABCF1	HGNC:70	23	ENSG00000206490	1	ABCF1
9	133205277	133209250	protein_coding	OBP2B	HGNC:23381	29989	ENSG00000171102	-1	OBP2B
5	65883128	66082546	protein_coding	ERBIN	HGNC:15842	55914	ENSG00000112851	1	ERBIN
HSCHR6_MHC_SSTO_CTG1	3641489	3642448	processed_pseudogene	HNRNPA1P2	HGNC:13958	NA	ENSG00000237295	1	HNRNPA1P2
HSCHR6_MHC_SSTO_CTG1	1627766	1645341	protein_coding	RPP21	HGNC:21300	79897	ENSG00000239927	1	RPP21
HSCHR6_MHC_SSTO_CTG1	1627766	1645341	protein_coding	RPP21	HGNC:21300	202658	ENSG00000239927	1	RPP21
9	133532164	133575519	protein_coding	ADAMTSL2	HGNC:14631	9719	ENSG00000197859	1	ADAMTSL2
14	23306833	23326175	protein_coding	BCL2L2-PABPN1	HGNC:42959	100529063	ENSG00000258643	1	BCL2L2-PABPN1
14	102932380	103057549	protein_coding	CDC42BPB	HGNC:1738	9578	ENSG00000198752	-1	CDC42BPB
X	78653458	78722585	lncRNA			NA	ENSG00000298984	1	
X	136906468	136910356	lncRNA			NA	ENSG00000299029	-1	
12	123262060	123262402	lncRNA			NA	ENSG00000269980	1	
12	123282916	123283034	rRNA_pseudogene	RNA5SP375	HGNC:43275	NA	ENSG00000199845	-1	RNA5SP375
12	123289109	123364847	protein_coding	SBNO1	HGNC:22973	55206	ENSG00000139697	-1	SBNO1
4	168686608	168686716	snRNA	RNU6-1336P	HGNC:48299	NA	ENSG00000206613	-1	RNU6-1336P
4	168755816	168756382	processed_pseudogene	RPL9P16	HGNC:36851	NA	ENSG00000214676	1	RPL9P16
4	168843988	168844735	TEC			NA	ENSG00000279384	1	
4	168863770	169010275	protein_coding	CBR4	HGNC:25891	84869	ENSG00000145439	-1	CBR4
X	10177172	10179106	lncRNA			NA	ENSG00000299048	-1	
X	137051744	137052517	lncRNA			NA	ENSG00000299057	-1	
X	39304956	39327423	lncRNA	LINC01281	HGNC:50337	286442	ENSG00000235304	-1	LINC01281
X	135371672	135397765	lncRNA			NA	ENSG00000290806	1	
X	12005080	12011351	lncRNA			NA	ENSG00000299125	-1	
X	3817524	3937855	lncRNA			NA	ENSG00000285756	-1	
HSCHR6_MHC_COX_CTG1	4627206	4627829	processed_pseudogene	ZNF70P1	HGNC:13846	NA	ENSG00000230949	1	ZNF70P1
HSCHR6_MHC_COX_CTG1	4256335	4291786	protein_coding	PSMB9	HGNC:9546	5698	ENSG00000243067	1	PSMB9
7	102285091	102321711	protein_coding	SH2B2	HGNC:17381	10603	ENSG00000160999	1	SH2B2
HSCHR6_MHC_MCF_CTG1	4629544	4636641	protein_coding	RXRB	HGNC:10478	6257	ENSG00000235712	-1	RXRB
1	13060769	13062878	protein_coding	HNRNPCL3	HGNC:51235	649330	ENSG00000277058	1	HNRNPCL3
4	168885355	168885461	snRNA	RNU6-853P	HGNC:47816	NA	ENSG00000201176	1	RNU6-853P
4	169005249	169005344	misc_RNA	RNY4P17	HGNC:34067	NA	ENSG00000201818	1	RNY4P17
1	78666272	78666695	processed_pseudogene			NA	ENSG00000238015	1	
4	168497052	168928457	protein_coding	PALLD	HGNC:17068	23022	ENSG00000129116	1	PALLD
1	78749073	78750659	processed_pseudogene			NA	ENSG00000235400	1	
1	78619902	78646145	protein_coding	IFI44L	HGNC:17817	10964	ENSG00000137959	1	IFI44L
7	44114631	44124358	protein_coding	POLD2	HGNC:9176	5425	ENSG00000106628	-1	POLD2
HSCHR6_MHC_SSTO_CTG1	2885405	2888190	protein_coding	LST1	HGNC:14189	7940	ENSG00000230791	1	LST1
14	106228735	106229454	lncRNA			NA	ENSG00000289598	1	
14	60879714	60982585	lncRNA			NA	ENSG00000258892	1	
14	60919240	60920155	processed_pseudogene	SRMP2	HGNC:20034	NA	ENSG00000258485	-1	SRMP2
14	60971441	60981170	protein_coding	TRMT5	HGNC:23141	57570	ENSG00000126814	-1	TRMT5
10	99875577	100009947	protein_coding	DNMBP	HGNC:30373	23268	ENSG00000107554	-1	DNMBP
HSCHR6_MHC_COX_CTG1	2182808	2192924	lncRNA	MDC1-AS1	HGNC:39764	106478956	ENSG00000236766	1	MDC1-AS1
HSCHR6_MHC_COX_CTG1	4649316	4651207	processed_pseudogene	HTATSF1P1	HGNC:13959	NA	ENSG00000237536	1	HTATSF1P1
HSCHR6_MHC_COX_CTG1	3135618	3138009	lncRNA	C6orf47-AS1	HGNC:39767	NA	ENSG00000235516	1	C6orf47-AS1
HSCHR6_MHC_COX_CTG1	3142527	3150837	protein_coding	CSNK2B	HGNC:2460	1460	ENSG00000228875	1	CSNK2B
14	60972272	60972466	processed_pseudogene			NA	ENSG00000258656	-1	
14	60974327	60974435	snRNA	RNU6-398P	HGNC:47361	NA	ENSG00000206870	1	RNU6-398P
14	60981114	61114316	protein_coding	SLC38A6	HGNC:19863	145389	ENSG00000139974	1	SLC38A6
HSCHR6_MHC_MANN_CTG1	3225156	3250651	protein_coding	C2	HGNC:1248	717	ENSG00000204364	1	C2
9	133663560	133739955	protein_coding	SARDH	HGNC:10536	1757	ENSG00000123453	-1	SARDH
17	4988130	4997610	protein_coding	INCA1	HGNC:32224	388324	ENSG00000196388	-1	INCA1
12	123348999	123349100	misc_RNA			NA	ENSG00000207189	-1	Y_RNA
12	123364764	123364843	miRNA	MIR8072	HGNC:50174	102466877	ENSG00000284425	-1	MIR8072
12	123233385	123258079	protein_coding	MTRFR	HGNC:26784	91574	ENSG00000130921	1	MTRFR
1	109494052	109502932	protein_coding	CYB561D1	HGNC:26804	284613	ENSG00000174151	1	CYB561D1
12	124946825	124989131	protein_coding	DHX37	HGNC:17210	57647	ENSG00000150990	-1	DHX37
1	109504178	109509738	protein_coding	AMIGO1	HGNC:20824	57463	ENSG00000181754	-1	AMIGO1
1	109539906	109543837	lncRNA			NA	ENSG00000254942	-1	
1	109591534	109591640	snRNA	RNU6V	HGNC:10230	NA	ENSG00000206832	-1	RNU6V
HSCHR6_MHC_MCF_CTG1	4635554	4635649	misc_RNA			NA	ENSG00000266464	1	Y_RNA
1	109596225	109597781	lncRNA			NA	ENSG00000225113	1	
HSCHR6_MHC_MCF_CTG1	4636398	4640392	protein_coding	SLC39A7	HGNC:4927	7922	ENSG00000224399	1	SLC39A7
1	109598893	109598967	miRNA	MIR197	HGNC:31569	406974	ENSG00000284443	1	MIR197
1	109628417	109630305	lncRNA			NA	ENSG00000228703	-1	
1	109651370	109652099	processed_pseudogene	RPL7P8	HGNC:35914	NA	ENSG00000235045	1	RPL7P8
1	109603091	109619929	protein_coding	GNAT2	HGNC:4394	2780	ENSG00000134183	-1	GNAT2
2	79157003	79159753	protein_coding	REG3A	HGNC:8601	5068	ENSG00000172016	-1	REG3A
6	52657373	52657651	processed_pseudogene			NA	ENSG00000270382	1	
6	52671113	52686588	protein_coding	TMEM14A	HGNC:21076	28978	ENSG00000096092	1	TMEM14A
11	126934886	126937150	TEC			NA	ENSG00000279358	-1	
11	126988458	126988542	miRNA	MIR3167	HGNC:38242	100422918	ENSG00000266215	-1	MIR3167
11	127002910	127006058	lncRNA	KIRREL3-AS3	HGNC:26855	283165	ENSG00000218109	1	KIRREL3-AS3
11	108822333	108822650	processed_pseudogene	CYCSP29	HGNC:24403	NA	ENSG00000255379	-1	CYCSP29
11	108957718	108959797	lncRNA			NA	ENSG00000203334	1	
6	52688661	52688998	processed_pseudogene	SREK1IP1P2	HGNC:54505	NA	ENSG00000271227	1	SREK1IP1P2
6	52750087	52763475	protein_coding	GSTA2	HGNC:4627	2939	ENSG00000244067	-1	GSTA2
11	109005517	109005623	snRNA	RNU6-654P	HGNC:47617	NA	ENSG00000201243	1	RNU6-654P
11	46383789	46391776	protein_coding	CHRM4	HGNC:1953	1132	ENSG00000180720	-1	CHRM4
HSCHR6_MHC_DBB_CTG1	3356630	3369617	protein_coding	ATF6B	HGNC:2349	1388	ENSG00000168468	-1	ATF6B
11	110577042	110713189	protein_coding	ARHGAP20	HGNC:18357	57569	ENSG00000137727	-1	ARHGAP20
17	80315651	80316633	lncRNA			NA	ENSG00000262979	1	
17	80339898	80342058	TEC			NA	ENSG00000280248	1	
6	136557046	136793097	protein_coding	MAP3K5	HGNC:6857	4217	ENSG00000197442	-1	MAP3K5
17	80351828	80415168	lncRNA	RNF213-AS1	HGNC:54402	100294362	ENSG00000263069	-1	RNF213-AS1
1	186671791	186680922	protein_coding	PTGS2	HGNC:9605	5743	ENSG00000073756	-1	PTGS2
17	80415165	80438086	protein_coding	ENDOV	HGNC:26640	284131	ENSG00000173818	1	ENDOV
10	100042193	100081869	protein_coding	CPN1	HGNC:2312	1369	ENSG00000120054	-1	CPN1
X	3815096	3876789	lncRNA			NA	ENSG00000286431	1	
X	63222993	63561095	lncRNA	LINC01278	HGNC:28090	92249	ENSG00000235437	-1	LINC01278
HSCHR6_MHC_QBL_CTG1	4339166	4342150	lncRNA	HCG24	HGNC:23500	NA	ENSG00000238100	1	HCG24
HSCHR6_MHC_QBL_CTG1	2800318	2802700	protein_coding	ATP6V1G2	HGNC:862	534	ENSG00000206445	-1	ATP6V1G2
2	79158374	79185523	lncRNA			NA	ENSG00000224879	1	
10	100105754	100140151	unitary_pseudogene	CYP2C23P	HGNC:39970	NA	ENSG00000283232	-1	CYP2C23P
2	79269905	79292878	lncRNA			NA	ENSG00000286227	-1	
2	79492704	79513900	lncRNA	CTNNA2-AS1	HGNC:40165	NA	ENSG00000229385	-1	CTNNA2-AS1
HSCHR6_MHC_MCF_CTG1	4640595	4642784	protein_coding	HSD17B8	HGNC:3554	7923	ENSG00000232357	1	HSD17B8
10	100114417	100115223	processed_pseudogene	TPM4P1	HGNC:45234	NA	ENSG00000232230	-1	TPM4P1
10	100143065	100143995	processed_pseudogene	SPCS2P2	HGNC:45235	NA	ENSG00000270623	-1	SPCS2P2
2	79547151	79548128	unprocessed_pseudogene			NA	ENSG00000277171	-1	
10	100150094	100186033	protein_coding	ERLIN1	HGNC:16947	10613	ENSG00000107566	-1	ERLIN1
2	79573764	79575593	processed_pseudogene	GNA13P1	HGNC:54705	NA	ENSG00000230237	-1	GNA13P1
19	36009120	36014239	protein_coding	ALKBH6	HGNC:28243	84964	ENSG00000239382	-1	ALKBH6
12	124993645	125031231	protein_coding	BRI3BP	HGNC:14251	140707	ENSG00000184992	1	BRI3BP
2	79636862	79636963	snRNA	RNU6-561P	HGNC:47524	NA	ENSG00000252031	-1	RNU6-561P
2	79649294	79649359	miRNA	MIR4264	HGNC:38338	100422888	ENSG00000266436	-1	MIR4264
2	79866495	79866583	miRNA	MIR8080	HGNC:49989	102465877	ENSG00000276917	-1	MIR8080
2	80028012	80030551	lncRNA			NA	ENSG00000224731	-1	
2	80162428	80163135	processed_pseudogene	RBM7P1	HGNC:54704	NA	ENSG00000223427	-1	RBM7P1
15	43510958	43531620	protein_coding	MAP1A	HGNC:6835	4130	ENSG00000166963	1	MAP1A
HSCHR6_MHC_QBL_CTG1	3255964	3259493	lncRNA	C4A-AS1	HGNC:39753	NA	ENSG00000230075	-1	C4A-AS1
2	80288351	80304752	protein_coding	LRRTM1	HGNC:19408	347730	ENSG00000162951	-1	LRRTM1
HSCHR6_MHC_QBL_CTG1	1163382	1163748	unprocessed_pseudogene	DDX39BP1	HGNC:33450	NA	ENSG00000236441	1	DDX39BP1
HSCHR6_MHC_QBL_CTG1	1183248	1186022	unprocessed_pseudogene	HLA-K	HGNC:4969	NA	ENSG00000224526	1	HLA-K
3	53283429	53347586	protein_coding	DCP1A	HGNC:18714	55802	ENSG00000272886	-1	DCP1A
HSCHR6_MHC_QBL_CTG1	3083567	3086091	protein_coding	HSPA1B	HGNC:5233	3304	ENSG00000212866	1	HSPA1B
HSCHR6_MHC_QBL_CTG1	2163350	2169272	protein_coding	GTF2H4	HGNC:4658	2968	ENSG00000221974	1	GTF2H4
12	125025434	125027410	lncRNA	THRIL	HGNC:49503	102659353	ENSG00000280634	-1	THRIL
12	125056359	125056581	processed_pseudogene			NA	ENSG00000256093	-1	
12	125065434	125143333	protein_coding	AACS	HGNC:21298	65985	ENSG00000081760	1	AACS
2	80572681	80618777	lncRNA			NA	ENSG00000237031	-1	
HSCHR6_MHC_MCF_CTG1	4644448	4648675	protein_coding	RING1	HGNC:10018	6015	ENSG00000231115	1	RING1
X	109734654	109774764	lncRNA			NA	ENSG00000289870	-1	
16	27550133	27780344	protein_coding	KATNIP	HGNC:29068	23247	ENSG00000047578	1	KATNIP
15	43699441	43718260	lncRNA			554225	ENSG00000290691	-1	STRCP1
2	79185231	80648861	protein_coding	CTNNA2	HGNC:2510	1496	ENSG00000066032	1	CTNNA2
15	43533462	43590208	protein_coding	PPIP5K1	HGNC:29023	9677	ENSG00000168781	-1	PPIP5K1
X	45115573	45127072	lncRNA			NA	ENSG00000299352	1	
X	109733377	109737577	lncRNA			NA	ENSG00000289365	1	
X	71716260	71720818	lncRNA			NA	ENSG00000290713	1	
HSCHR6_MHC_SSTO_CTG1	2743886	2749189	lncRNA	LINC01149	HGNC:39757	101929111	ENSG00000226768	1	LINC01149
HSCHR6_MHC_SSTO_CTG1	1292243	1293120	unprocessed_pseudogene	MCCD1P2	HGNC:33462	NA	ENSG00000229034	-1	MCCD1P2
HSCHR6_MHC_SSTO_CTG1	4243388	4278806	protein_coding	PSMB9	HGNC:9546	5698	ENSG00000243958	1	PSMB9
4	185500660	185535507	protein_coding	PDLIM3	HGNC:20767	27295	ENSG00000154553	-1	PDLIM3
HSCHR6_MHC_MCF_CTG1	4651658	4652281	processed_pseudogene	ZNF70P1	HGNC:13846	NA	ENSG00000237723	1	ZNF70P1
HSCHR6_MHC_MCF_CTG1	4673733	4675631	processed_pseudogene	HTATSF1P1	HGNC:13959	NA	ENSG00000227750	1	HTATSF1P1
X	39904790	39906743	lncRNA			NA	ENSG00000299522	1	
HSCHR6_MHC_MCF_CTG1	4685516	4690967	lncRNA	HCG25	HGNC:20196	414765	ENSG00000238064	1	HCG25
X	72935836	72937460	lncRNA			NA	ENSG00000299659	-1	
X	8987882	8993132	lncRNA			NA	ENSG00000299685	1	
X	65772916	65840904	lncRNA			NA	ENSG00000299699	1	
X	145674200	145820910	lncRNA			NA	ENSG00000286085	-1	
1	85318481	85578363	protein_coding	DDAH1	HGNC:2715	23576	ENSG00000153904	-1	DDAH1
HSCHR6_MHC_MCF_CTG1	4686254	4708009	protein_coding	VPS52	HGNC:10518	6293	ENSG00000224455	-1	VPS52
6	35297818	35321771	protein_coding	DEF6	HGNC:2760	50619	ENSG00000023892	1	DEF6
X	94569224	94600352	lncRNA			NA	ENSG00000299734	-1	
X	145843614	145875772	lncRNA			NA	ENSG00000299742	1	
10	100188300	100229596	protein_coding	CHUK	HGNC:1974	1147	ENSG00000213341	-1	CHUK
X	114040374	114056423	lncRNA			NA	ENSG00000288595	1	
X	113970789	113977700	lncRNA			NA	ENSG00000299780	1	
X	103702210	103728655	lncRNA			NA	ENSG00000293448	-1	
3	53290640	53290751	misc_RNA			NA	ENSG00000274967	1	Y_RNA
3	53333060	53333128	snoRNA	SNORD38C	HGNC:52227	109617024	ENSG00000207109	-1	SNORD38C
3	53387713	53387836	snoRNA			124900563	ENSG00000212608	-1	
3	53474700	53475089	processed_pseudogene	RPS25P4	HGNC:35669	NA	ENSG00000227224	-1	RPS25P4
3	53530322	53530401	snoRNA			NA	ENSG00000251987	-1	SNORD63
3	53797764	53798019	lncRNA			NA	ENSG00000271916	-1	
3	53812335	53846419	protein_coding	CHDH	HGNC:24288	55349	ENSG00000016391	-1	CHDH
HSCHR6_MHC_DBB_CTG1	3900709	3901559	lncRNA	HLA-DQB1-AS1	HGNC:39762	106480429	ENSG00000237455	1	HLA-DQB1-AS1
6	28073316	28074233	unprocessed_pseudogene	OR1F12P	HGNC:13964	NA	ENSG00000220721	1	OR1F12P
6	35452338	35467104	protein_coding	FANCE	HGNC:3586	2178	ENSG00000112039	1	FANCE
HSCHR6_MHC_DBB_CTG1	3900296	3910237	protein_coding	HLA-DQB1	HGNC:4944	3119	ENSG00000233209	-1	HLA-DQB1
7	134127299	134264595	protein_coding	LRGUK	HGNC:21964	136332	ENSG00000155530	1	LRGUK
HSCHR6_MHC_SSTO_CTG1	1927600	1947582	protein_coding	ATAT1	HGNC:21186	79969	ENSG00000234549	1	ATAT1
3	53846568	53865794	protein_coding	IL17RB	HGNC:18015	55540	ENSG00000056736	1	IL17RB
1	112890767	112890922	processed_pseudogene			NA	ENSG00000228040	-1	
1	112923423	112924337	processed_pseudogene	AKR7A2P1	HGNC:24062	NA	ENSG00000229020	1	AKR7A2P1
X	38560807	38562766	lncRNA			NA	ENSG00000299816	-1	
1	115285904	115338770	protein_coding	NGF	HGNC:7808	4803	ENSG00000134259	-1	NGF
X	109828340	109829771	lncRNA			NA	ENSG00000299839	1	
X	2500245	2503113	lncRNA			NA	ENSG00000299900	1	
X	2373008	2373119	lncRNA			NA	ENSG00000299918	-1	
X	51079060	51396884	lncRNA	LINC01284	HGNC:50342	NA	ENSG00000230317	-1	LINC01284
14	61277370	61281761	protein_coding	TMEM30B	HGNC:27254	161291	ENSG00000182107	-1	TMEM30B
1	944203	959309	protein_coding	NOC2L	HGNC:24517	26155	ENSG00000188976	-1	NOC2L
16	27643199	27644663	lncRNA			NA	ENSG00000261736	1	
16	27687182	27687522	lncRNA			NA	ENSG00000273553	1	
16	27722284	27722392	misc_RNA			NA	ENSG00000201371	-1	Y_RNA
6	31575565	31578336	protein_coding	TNF	HGNC:11892	7124	ENSG00000232810	1	TNF
16	27863251	27863356	snRNA	RNU6-159P	HGNC:47122	NA	ENSG00000212382	1	RNU6-159P
14	35045117	35116630	protein_coding	FAM177A1	HGNC:19829	283635	ENSG00000151327	1	FAM177A1
16	27998295	27998401	snRNA	RNU6-1241P	HGNC:48204	NA	ENSG00000207266	-1	RNU6-1241P
16	1984193	1987749	protein_coding	GFER	HGNC:4236	2671	ENSG00000127554	1	GFER
HSCHR6_MHC_MANN_CTG1	794551	798699	lncRNA	LINC01015	HGNC:48988	100507362	ENSG00000225426	1	LINC01015
HSCHR6_MHC_COX_CTG1	4542673	4554810	unprocessed_pseudogene	HLA-DPA3	HGNC:19393	NA	ENSG00000227936	-1	HLA-DPA3
HSCHR6_MHC_COX_CTG1	15893	24832	protein_coding	GPX5	HGNC:4557	2880	ENSG00000257770	1	GPX5
HSCHR6_MHC_MANN_CTG1	126974	127605	processed_pseudogene	RPL13P	HGNC:13978	NA	ENSG00000273286	1	RPL13P
HSCHR6_MHC_MANN_CTG1	3011953	3022964	protein_coding	LY6G6F-LY6G6D	HGNC:38821	110599563	ENSG00000258635	1	LY6G6F-LY6G6D
6	108004357	108005568	processed_pseudogene	RPL3P7	HGNC:36797	NA	ENSG00000225093	-1	RPL3P7
6	108060818	108060930	misc_RNA			NA	ENSG00000238490	1	Y_RNA
6	108123457	108159392	lncRNA	OSTM1-AS1	HGNC:43666	100287366	ENSG00000225174	1	OSTM1-AS1
HSCHR6_MHC_MANN_CTG1	901182	901465	processed_pseudogene	SUMO2P1	HGNC:13985	NA	ENSG00000228130	-1	SUMO2P1
HSCHR6_MHC_MANN_CTG1	1054329	1055326	unprocessed_pseudogene	HCG4	HGNC:21241	NA	ENSG00000226379	-1	HCG4
10	100190036	100190747	lncRNA			NA	ENSG00000236308	1	
6	108166022	108188805	protein_coding	NR2E1	HGNC:7973	7101	ENSG00000112333	1	NR2E1
HSCHR6_MHC_MANN_CTG1	1255163	1256040	unprocessed_pseudogene	MCCD1P2	HGNC:33462	NA	ENSG00000231745	-1	MCCD1P2
HSCHR6_MHC_MANN_CTG1	2833790	2835305	protein_coding	MCCD1	HGNC:20668	401250	ENSG00000238238	1	MCCD1
16	47313027	47313121	misc_RNA			NA	ENSG00000222767	-1	Y_RNA
10	100232298	100267680	protein_coding	CWF19L1	HGNC:25613	55280	ENSG00000095485	-1	CWF19L1
16	47450347	47450461	rRNA_pseudogene			NA	ENSG00000288601	-1	5S_rRNA
14	23469679	23509862	protein_coding	NGDN	HGNC:20271	25983	ENSG00000129460	1	NGDN
16	47505432	47505543	rRNA_pseudogene	RNA5SP425	HGNC:43325	NA	ENSG00000222268	1	RNA5SP425
16	47529190	47529916	lncRNA			NA	ENSG00000262038	1	
HSCHR6_MHC_COX_CTG1	654	5624	protein_coding	GPX6	HGNC:4558	257202	ENSG00000281185	-1	GPX6
HSCHR6_MHC_COX_CTG1	550474	563010	protein_coding			NA	ENSG00000274063	1	
16	47561307	47562480	processed_pseudogene			NA	ENSG00000259866	-1	
HSCHR6_MHC_MANN_CTG1	3499821	3529069	protein_coding	NOTCH4	HGNC:7884	4855	ENSG00000232339	-1	NOTCH4
16	47565090	47566884	processed_pseudogene	EIF4BP5	HGNC:37938	NA	ENSG00000261336	-1	EIF4BP5
HSCHR6_MHC_COX_CTG1	406342	406441	snRNA			NA	ENSG00000263937	1	U6
15	98968229	99007792	protein_coding	PGPEP1L	HGNC:27080	145814	ENSG00000183571	-1	PGPEP1L
HSCHR6_MHC_COX_CTG1	1612611	1612770	snoRNA			NA	ENSG00000265495	-1	
16	47598654	47598996	processed_pseudogene	NDUFA5P11	HGNC:48853	NA	ENSG00000259918	-1	NDUFA5P11
HSCHR6_MHC_COX_CTG1	1537892	1537967	misc_RNA			NA	ENSG00000274071	1	
HSCHR6_MHC_COX_CTG1	1234216	1234317	misc_RNA			NA	ENSG00000263876	1	Y_RNA
HSCHR6_MHC_COX_CTG1	1515651	1515718	misc_RNA			NA	ENSG00000276049	1	
HSCHR6_MHC_COX_CTG1	1540857	1540960	misc_RNA			NA	ENSG00000276034	1	
HSCHR6_MHC_COX_CTG1	2230744	2230995	misc_RNA			NA	ENSG00000263728	1	Metazoa_SRP
16	47760780	47760921	processed_pseudogene			NA	ENSG00000260497	-1	
HSCHR6_MHC_COX_CTG1	1068729	1068812	snoRNA	SNORD32B	HGNC:32719	692092	ENSG00000266672	1	SNORD32B
16	85699820	85711186	lncRNA			NA	ENSG00000287125	1	
HSCHR6_MHC_COX_CTG1	463949	464247	misc_RNA			NA	ENSG00000263419	1	Metazoa_SRP
HSCHR6_MHC_COX_CTG1	2343998	2344300	misc_RNA			NA	ENSG00000265903	1	7SK
16	85741621	85741700	miRNA	MIR1910	HGNC:35394	100302261	ENSG00000283416	-1	MIR1910
16	85771758	85799608	protein_coding	EMC8	HGNC:7864	10328	ENSG00000131148	-1	EMC8
HSCHR6_MHC_COX_CTG1	2216039	2216149	misc_RNA			NA	ENSG00000266119	-1	Y_RNA
HSCHR6_MHC_COX_CTG1	2565385	2565484	snRNA			NA	ENSG00000265921	1	U6
HSCHR6_MHC_COX_CTG1	3140579	3140692	misc_RNA			NA	ENSG00000266759	1	Y_RNA
HSCHR6_MHC_COX_CTG1	2412213	2412301	misc_RNA			NA	ENSG00000266178	-1	Y_RNA
HSCHR6_MHC_COX_CTG1	3234208	3234310	snRNA			NA	ENSG00000265409	-1	U6
HSCHR6_MHC_COX_CTG1	3013707	3013782	snoRNA	SNORD117	HGNC:32742	692233	ENSG00000263359	-1	SNORD117
HSCHR6_MHC_COX_CTG1	3018431	3018508	snoRNA	SNORD84	HGNC:32743	692199	ENSG00000265607	-1	SNORD84
